63	Ag0.845Sb0.155	0.037	3
64	Os0.32Rh0.68	0.0376	3
65	Ir0.54Os0.1Rh0.36	0.038	3
66	Sn0.97As0.007Te0.993	0.038	3
67	Pr1V2Al20	0.039	3
68	Mo1Te1.63S0.37	0.04	3
69	Cu3Sb1	0.041	3
70	Cu6La1	0.042	3
71	Au0.91In0.09	0.0423	3
72	Au0.92Ga0.02In0.06	0.0425	3
73	Sn0.985Te1	0.0433	3
74	Al0.03Au0.92In0.05	0.045	3
75	Cr0.476Mo0.524	0.045	3
76	Ir0.8Pt0.2	0.046	3
77	Co0.004Ir0.996	0.046	3
78	Cu0.786Sb0.214	0.047	3
79	Au0.95Sn0.05	0.047	3
80	Ir0.91Pd0.09	0.047	3
81	Ag0.835Sn0.165	0.047	3
82	Cu0.81Ga0.19	0.048	3
83	Ag5Pb2O6	0.048	3
84	Sn0.97As0.006Te0.994	0.048	3
85	Pr1Ir2Zn20	0.05	3
86	Cu0.86Si0.14	0.05	3
87	Ir0.125Os0.2Rh0.675	0.05	3
88	Ir0.95Pd0.05	0.05	3
89	O3Sr1Ti1	0.05	3
90	Ir0.7Ru0.1Rh0.2	0.05	3
91	Hf1Mo2	0.05	3
92	Sn0.97As0.015Te0.985	0.051	3
93	Ir1	0.051	3
94	Ir0.984Ni0.016	0.052	3
95	Fe0.031Ru0.969	0.054	3
96	Ir0.2Ru0.3Rh0.5	0.055	3
97	Ag0.825Sn0.175	0.055	3
98	Ir0.75Os0.05Rh0.2	0.055	3
99	Al0.04Au0.92In0.04	0.0555	3
100	Sn0.97As0.017Te0.983	0.058	3
101	Pr1Rh2Zn20	0.06	3
102	Ag0.815Sn0.185	0.06	3
103	Ir0.89Rh0.11	0.06	3
104	Ir0.9Nb0.1	0.06	3
105	Pr1Os2Zn20	0.06	3
106	Al0.0563Au0.92In0.0237	0.0609	3
107	Pb0.996Tl0.004Te1	0.061	3
108	Al0.06Au0.92In0.02	0.0619	3
109	Au0.9In0.1	0.0625	3
110	Ir0.8Ru0.05Rh0.15	0.064	3
111	Ir0.07Rh0.07Os0.86	0.064	3
112	Ag2I1	0.066	3
113	Ag2F1	0.066	3
114	Ir0.9Pt0.1	0.066	3
115	Ag0.82Sn0.18	0.066	3
116	Ir0.9Ta0.1	0.067	3
117	Cu0.844Sb0.156	0.067	3
118	Sr0.9978Ca0.0022Ti1O3	0.067	3
119	Al0.05Au0.92In0.03	0.0672	3
120	Sn0.97As0.005Te0.995	0.068	3
121	Au0.92Ga0.04In0.04	0.0682	3
122	Ir0.96Pd0.04	0.069	3
123	Cr3Rh1	0.07	3
124	Cu0.81Sb0.19	0.07	3
125	La1Os2Zn20	0.07	3
126	Pr0.96La0.04Ir2Zn20	0.07	3
127	Ge0.976Te1	0.071	3
128	Cr0.75Rh0.25	0.072	3
129	Cu0.83Ge0.17	0.072	3
130	La1Rh2Si2	0.074	3
131	Ir0.95Rh0.05	0.075	3
132	Al0.07Au0.92In0.01	0.0763	3
133	Ge1Te1	0.08	3
134	Sc0.07Zr0.93	0.08	3
135	Ir0.4Re0.1Rh0.5	0.08	3
136	Pd1V3	0.08	3
137	Yb1Al1B4	0.08	3
138	Cu0.85Ge0.15	0.084	3
139	Cu2Sb1	0.085	3
140	Sr1Ti1O3	0.085	3
141	Sn0.97Te1	0.087	3
142	Al0.08Au0.92	0.088	3
143	Ag0.6Al0.4	0.088	3
144	Co0.07Ru0.93	0.09	3
145	Al1Th2	0.09	3
146	Al0.06Au0.92Ga0.02	0.09	3
147	Ag0.775Sn0.225	0.09	3
148	Os0.97Rh0.03	0.09	3
149	Ag0.795Sn0.205	0.09	3
150	Sn0.98Te1	0.092	3
151	Pr0.73La0.27Ir2Zn20	0.093	3
152	Cr0.4Mo0.6	0.095	3
153	Ir0.55Os0.15Rh0.3	0.095	3
154	Ir0.406Os0.174Rh0.42	0.095	3
155	Ir0.0875Rh0.0875Os0.825	0.095	3
156	Al2Au1	0.095	3
157	Mo0.8Nb0.2	0.095	3
158	Ir0.765Os0.085Rh0.15	0.096	3
159	La0.15Y0.85	0.1	3
160	La0.98Ce0.02Ni1C2	0.1	3
161	Ca0.31Sr0.7Ti1O3	0.1	3
162	Cr0.48V0.52	0.1	3
163	Mo1Te2	0.1	3
164	Ce1Ni2B2C1	0.1	3
165	Ag0.65Al0.35	0.1	3
166	Bi2.1Sr1.93Ca0.57Pr0.4Cu2O8	0.1	1
167	Ir0.1Os0.25Rh0.65	0.1	3
168	Ce1Cu2Si1.7Ge0.3	0.1	3
169	Bi2.1Sr1.93Ca0.57Er0.4Cu2O8	0.1	1
170	Ba0.1Sr0.9Ti1O3	0.1	3
171	Mo0.33Rh0.67	0.1	3
172	Al0.04Au0.92Ga0.04	0.101	3
173	Ir0.99Nb0.01	0.102	3
174	Ir0.89Ru0.11	0.105	3
175	Cd0.7Mg0.3	0.105	3
176	Ag0.625Al0.375	0.106	3
177	Ir0.987W0.013	0.107	3
178	Ir0.987Mo0.013	0.107	3
179	Rh0.32Ru0.68	0.11	3
180	Ir0.99V0.01	0.11	3
181	Sc0.05Zr0.95	0.11	3
182	Ag0.7Al0.3	0.11	3
183	Mo0.5V0.5	0.11	3
184	Ir0.845Ru0.155	0.11	3
185	Ir0.925Ru0.075	0.11	3
186	Ce1Rh1In5	0.11	3
187	Ir0.95Re0.02	0.112	3
188	Ir0.98V0.02	0.115	3
189	Ir0.98Nb0.02	0.115	3
190	Ag0.828Ga0.172	0.116	3
191	Ir0.99Ta0.01	0.116	3
192	Cu0.84Ge0.16	0.117	3
193	Ir0.71Mo0.29	0.12	3
194	Ce1Cu2Si1.8Ge0.2	0.12	3
195	Ir0.973W0.027	0.125	3
196	Sn0.976Te1	0.125	3
197	Ir0.925Ta0.075	0.125	3
198	Mo2Zr1	0.125	3
199	Ag0.667Al0.333	0.126	3
200	Ir0.97Ta0.03	0.127	3
201	Hf1	0.128	3
202	Ir0.8Ru0.2	0.13	3
203	Se2Ta1	0.13	3
204	Cu0.82Ge0.18	0.13	3
205	Ir0.75Mo0.25	0.13	3
206	Au0.92Ga0.06In0.02	0.13	3
207	Ir0.46Re0.115Rh0.425	0.13	3
208	La3Sb3Y1	0.13	3
209	Ir0.973Mo0.027	0.133	3
210	C8K1	0.134	3
211	C8Cs1	0.135	3
212	Be13Th1	0.135	3
213	Au0.92Ga0.068In0.012	0.137	3
214	Cd0.9Mg0.1	0.138	3
215	Ir0.965Nb0.035	0.138	3
216	Ir0.1Rh0.1Os0.8	0.14	3
217	Cu1Rh1.5Sn0.5Se4	0.14	3
218	Pr1Ti2Al20	0.14	3
219	Ce1Pt1Si2	0.14	3
220	Ir1U1	0.14	3
221	Tl1Bi1Te2	0.141	3
222	Ir0.765Ru0.235	0.142	3
223	Ir0.96Re0.04	0.142	3
224	Cd0.86Mg0.14	0.145	3
225	Ru3U1	0.145	3
226	Cu0.825Ge0.175	0.145	3
227	Ir0.965V0.035	0.147	3
228	Ta1Se2	0.15	3
229	La1V2Al20	0.15	3
230	Ce1In3	0.15	3
231	Cr3Ir1	0.15	3
232	Ag7B4F4O8	0.15	3
233	Ce0.985La0.015Pt3Si1	0.15	3
234	Ag7F4O8B1	0.15	3
235	Ag7B1F4O8	0.15	3
236	Ir0.94Ta0.06	0.15	3
237	C8.1K1	0.152	3
238	U1Co1Ge0.9Si0.1	0.153	3
239	Bi3La4	0.155	3
240	Cr0.25Mo0.75	0.155	3
241	Bi2Pt1	0.155	3
242	Al0.02Au0.92Ga0.06	0.158	3
243	Bi1.5La4Sb1.5	0.158	3
244	Hg1Mg3	0.16	3
245	U1Ni1.95Al3.05	0.16	3
246	Ir0.825Ru0.1Os0.075	0.16	3
247	Ir0.725Os0.175Rh0.1	0.16	3
248	Cd0.75Mg0.25	0.16	3
249	Ir0.953W0.047	0.162	3
250	Sn0.975Te1	0.165	3
251	Fe0.018Ru0.982	0.165	3
252	Sn0.966Te1	0.167	3
253	Au0.92Ga0.08	0.168	3
254	Sn0.965Te1	0.168	3
255	Ir0.953Mo0.047	0.168	3
256	Fe1Zr2	0.17	3
257	Ge0.963Te1	0.171	3
258	Ir0.925Nb0.075	0.172	3
259	Cu0.815Ge0.185	0.175	3
260	Rh0.2Ru0.8	0.18	3
261	Ir0.71Ru0.29	0.18	3
262	Rh0.6Ru0.4Se2	0.18	3
263	Ir0.32Ru0.68	0.18	3
264	Ir0.43Ru0.57	0.18	3
265	Cu0.845Sb0.155	0.184	3
266	Cd0.8Mg0.2	0.185	3
267	In3Rh1	0.19	3
268	Ce1Ir1In4.875Cd0.125	0.194	3
269	Ca24Al28O66	0.195	3
270	Ce1Cu2Si1.9Ge0.1	0.2	3
271	Fe0.6Ni0.4Zr2	0.2	3
272	U1	0.2	3
273	La1.85Sr0.15Cu0.982Fe0.018O4	0.2	1
274	Ce1Ni2Ge2	0.2	3
275	In1N1	0.2	3
276	Ce1Cu2Si1.88Ge0.12	0.2	3
277	Co0.034Ru0.964	0.2	3
278	La1Fe0.985Zn0.015As1F0.08O0.9	0.2	2
279	As1	0.2	3
280	Ni0.08Ru0.92	0.2	3
281	Cu6Th1	0.2	3
282	La1Ru2Zn20	0.2	3
283	Sm1Fe1As1H0.03O0.97	0.2	2
284	S1N1	0.205	3
285	Ir0.1Os0.3Rh0.6	0.21	3
286	Al0.5Ge0.5Th2	0.21	3
287	Ir0.22Ru0.78	0.21	3
288	Pt0.113Ru0.887	0.21	3
289	Re0.2Ta0.8	0.21	3
290	Au0.885Sn0.115	0.21	3
291	Ga1Hf2	0.21	3
292	Th1In2.25Sn0.75	0.21	3
293	Pt0.73W0.27	0.213	3
294	Au1In2	0.22	3
295	Ir0.135Rh0.135Os0.73	0.22	3
296	Ce2Ni3Ge5	0.22	3
297	Co0.038Mo99.962	0.22	3
298	Ir0.93Re0.07	0.22	3
299	Ce1Rh0.65Ir0.35In5	0.22	3
300	C8K1H0.19	0.22	3
301	Ir0.6Os0.2Rh0.2	0.22	3
302	U1Rh1Ge1	0.222	3
303	U1Ru1.99Re0.01Si2	0.23	3
304	Pb3Yb1	0.23	3
305	Ir0.9W0.1	0.23	3
306	Cu0.81Ge0.19	0.24	3
307	Ba6Ge25	0.24	3
308	U1Pt2.988Pd0.012	0.24	3
309	In3Lu1	0.24	3
310	Cd0.96Mg0.04	0.24	3
311	Ge0.95Te1	0.246	3
312	Ir0.56Re0.14Rh0.3	0.25	3
313	Co0.027Ru0.973	0.25	3
314	B1Ta1.5W0.5	0.25	3
315	Ir0.66Mo0.34	0.25	3
316	As1Nb3	0.25	3
317	La4Sb3	0.25	3
318	Ge2U1	0.258	3
319	Ce1Rh2Si2	0.26	3
320	N1S1	0.26	3
321	Ir0.85V0.15	0.26	3
322	N0.3S0.7	0.26	3
323	Al0.998Mn0.002	0.262	3
324	Au0.9Ga0.1	0.264	3
325	Ta1Se0.7Te1.3	0.27	3
326	Ir0.49Os0.21Rh0.3	0.27	3
327	Rh0.105Ru0.895	0.27	3
328	Ce1Ru0.3Co1.7	0.27	3
329	Ce1Cu2Si1.92Ge0.08	0.27	3
330	Co0.022Ru0.978	0.27	3
331	Ce1Co0.83Pt0.17In5	0.28	3
332	Mg7Zn3	0.28	3
333	Ir0.14Ru0.86	0.28	3
334	Ir0.56Os0.24Rh0.2	0.28	3
335	Pr0.25La0.75Ir2Zn20	0.28	3
336	Au0.8In0.2	0.28	3
337	U1Co1Ge0.92Si0.08	0.288	3
338	Zn2Zr1	0.29	3
339	Pr0.65Ce0.35Pt4Ge12	0.29	3
340	Ir0.9Mo0.1	0.29	3
341	Pt0.06Ru0.94	0.29	3
342	Eu1Bi1S2F1	0.3	3
343	Ag7F1O8	0.3	3
344	Bi4Sr3Ca1.8Y1.2Cu4O7	0.3	1
345	Cu3Na2S3	0.3	3
346	Y1Ba1.5La0.5Cu3O7	0.3	1
347	Al2La1	0.3	3
348	Sr1Ti0.97Zr0.03O3	0.3	3
349	La1Ti2Al20	0.3	3
350	Th0.998U0.2	0.304	3
351	Co0.032Mo99.968	0.31	3
352	Ce1Pt3Si0.9Ge0.1	0.31	3
353	Ge0.937Te1	0.311	3
354	Sc0.01Zr0.99	0.32	3
355	Ce3Pt1In11	0.32	3
356	Cs1V6S8	0.32	3
357	Pr0.342Th0.658	0.32	3
358	Co0.015Ru0.985	0.32	3
359	Au0.4Ge0.6	0.32	3
360	Au0.635Ge0.205Yb0.16	0.325	3
361	U1Pd2Al2.4Ga0.6	0.33	3
362	Au0.875Sn0.125	0.33	3
363	Co1Y3	0.34	3
364	U1Pt2.991Pd0.009	0.34	3
365	B0.057Si0.943	0.34	3
366	Ir0.73Os0.17Ru0.1	0.34	3
367	Si1	0.34	3
368	Cr0.1Ru0.9	0.34	3
369	Co0.28Y0.72	0.34	3
370	Ti1	0.34	3
371	Ag3.3Al1	0.34	3
372	Au5Ca1	0.34	3
373	Sc1	0.34	3
374	Ir0.9Re0.1	0.34	3
375	U0.9397Th0.0603Be13	0.344	3
376	Pd0.72W0.28	0.345	3
377	Si2Ta1	0.345	3
378	Co0.3Sc0.7	0.35	3
379	Co1Lu3	0.35	3
380	Ce1Rh0.1Ir0.9In5	0.35	3
381	Ni0.22V0.78	0.35	3
382	Fe0.02Sc0.05Zr0.93	0.35	3
383	P1Pd3	0.35	3
384	Ir0.165Rh0.165Os0.67	0.35	3
385	Cu50Zr50	0.35	3
386	U1Co1Ge1	0.35	3
387	Ni1U6	0.35	3
388	Al2Zr1	0.35	3
389	Ce1Ru0.2Co1.8	0.35	3
390	Ni0.031Ru0.969	0.36	3
391	Rh1Th1	0.36	3
392	Au63.5Ge20.5Yb16	0.36	3
393	Ce1Cu2Si1.96Ge0.04	0.37	3
394	C1	0.37	3
395	Pt1Sn1	0.37	3
396	Au1Lu1	0.37	3
397	Ir1Th1	0.37	3
398	Hf0.99Zr0.01	0.37	3
399	Ce1Pt3.03Si0.97	0.37	3
400	Cr0.39V0.61	0.37	3
401	La0.7Pr0.3Pb3	0.37	3
402	Ir0.4Os0.3Rh0.3	0.37	3
403	Ce1Pd2Si2	0.37	3
404	La0.9973Ce0.0027Rh3B2	0.38	3
405	Rh0.04Ru0.96	0.38	3
406	Cr0.3Ru0.7	0.38	3
407	Ce1Ir1In5	0.38	3
408	U0.948Th0.052Be13	0.38	3
409	W1F0.45O2.55	0.38	3
410	Rh1V3	0.38	3
411	Ga1Zr2	0.38	3
412	Al0.14Au0.86	0.385	3
413	P4W14O50	0.39	3
414	Al1Os1	0.39	3
415	Cd99.995Mn0.005	0.39	3
416	B12Sc1	0.39	3
417	La1Pd2Si2	0.39	3
418	La2Ni1Ge3	0.394	3
419	Lu1Pt0.4Pd1.6In1	0.399	3
420	Co0.007Ru0.993	0.4	3
421	Ge1Pt1	0.4	3
422	Bi2Sr2Ca0.4Pr0.6Cu2O7	0.4	1
423	Y1Co2Ge2	0.4	3
424	Ce0.98Th0.02Pt3Si1	0.4	3
425	Ce2Co1In8	0.4	3
426	Cr0.6Ir0.4	0.4	3
427	La1Sb2	0.4	3
428	La0.35Y0.65	0.4	3
429	Ir0.75Os0.25	0.4	3
430	Pt0.15Ta0.85	0.4	3
431	Au1In1	0.4	3
432	Pd0.015Ru0.985	0.4	3
433	Ir0.63Os0.27Rh0.1	0.4	3
434	B12Lu1	0.4	3
435	Sn0.576Pb0.384In0.04Te1	0.4	3
436	Au5Ba1	0.4	3
437	U1Pt2.994Pd0.006	0.4	3
438	Al1Au4	0.4	3
439	As2Mo1	0.41	3
440	W1F0.44O2.56	0.41	3
441	Ir0.036Ru0.964	0.41	3
442	Pd1Sn1	0.41	3
443	La1Pt2Ge2	0.41	3
444	Pd2Sn1	0.41	3
445	Nb0.62Pt0.38	0.41	3
446	Ir0.85W0.15	0.41	3
447	U0.9535Th0.0465Be13	0.415	3
448	Bi1.1Nb1S3.1	0.415	3
449	Lu1Pt1.6Pd0.4In1	0.42	3
450	Bi1Co1	0.42	3
451	Pd4Se1	0.42	3
452	Sn0.504Ge0.336In0.16Te1	0.42	3
453	W1F0.41O2.59	0.42	3
454	U1Co1Ge0.94Si0.06	0.423	3
455	Ce1Ir0.956Pt0.044In5	0.429	3
456	Ni0.5V0.16Zr0.34	0.43	3
457	Pt0.014Ru0.986	0.43	3
458	Au0.855Sn0.145	0.43	3
459	Sr2Ru1O4	0.43	3
460	Ce1Ni1Ge3	0.43	3
461	Zr1Ni1.5V0.5	0.43	3
462	Pa1	0.43	3
463	Au0.865Sn0.135	0.435	3
464	Pt1Th1	0.44	3
465	Ce1Co1In4.925Cd0.075	0.44	3
466	As0.5In1Te0.5	0.44	3
467	Ce1Co1In4.85Sn0.15	0.44	3
468	Ni0.007Ru0.993	0.44	3
469	U1Pt2.997Pd0.003	0.447	3
470	La0.5Ce0.5Ru2	0.449	3
471	Lu1Pt2In1	0.45	3
472	Ce1Ge2Rh1	0.45	3
473	Ce1Rh1Si3	0.45	3
474	Ge3Nb5	0.45	3
475	B6La1	0.45	3
476	Ge0.92Ga0.08	0.45	3
477	Ce1Pt3Si0.94Ge0.06	0.4505	3
478	K1Ni2S2	0.46	3
479	Sr2Ru0.99875Ti0.00125O4	0.46	3
480	Ce1Cu2Si2	0.46	3
481	Mo1Te1.94Se0.06	0.46	3
482	Ce1Pt3Si1	0.46	3
483	Ce1Co1.67Ni0.33	0.46	3
484	Os1Ti1	0.46	3
485	As1Pd5	0.46	3
486	U0.9545Th0.0455Be13	0.46	3
487	Sr1Ni1Ge3	0.46	3
488	La1Pt2	0.46	3
489	As2Pd5	0.46	3
490	Ir0.125Os0.375Rh0.5	0.46	3
491	Y1Ni1Ge3	0.46	3
492	Os0.333Ru0.667	0.47	3
493	Ce1Ru0.1Co1.9	0.47	3
494	Ce1Co1.67Rh0.33	0.47	3
495	Cu1Y1	0.47	3
496	Cu0.2Zn0.8Ir2S4	0.47	3
497	Y1Pd2Si2	0.47	3
498	O0.86Ti1	0.47	3
499	Ce1Pt2.82Ni0.18Si1	0.473	3
500	Ce1Ir1In4.946Hg0.054	0.476	3
501	Os10	0.478	3
502	Ir2La1	0.48	3
503	Ba1Ti2As0.2Sb1.8O1	0.48	3
504	Hg1Mg1	0.48	3
505	La0.9Pr0.1Se1	0.48	3
506	Pt3U1	0.48	3
507	Be13U0.9807Th0.0193	0.48	3
508	Eu2Sr1Bi2S4F4	0.48	3
509	Al2Pt1	0.48	3
510	Hg3Mg1	0.48	3
511	Rh0.67Te0.33	0.49	3
512	Cr0.82Re0.18	0.49	3
513	S2Ta1	0.49	3
514	Zr1	0.49	3
515	Mo1Te1.9Se0.1	0.49	3
516	Lu1Rh5	0.49	3
517	Ru1	0.493	3
518	Th0.9985U0.15	0.495	3
519	La2Bi3Ag1S6O2	0.5	3
520	Cr0.8Rh0.2	0.5	3
521	Cr0.15Mo0.85	0.5	3
522	Sr0.925Ba0.075Ti1O3	0.5	3
523	K0.27O3W1	0.5	3
524	Ce1Cu2Si1.98Ge0.02	0.5	3
525	Fe30Zr70	0.5	3
526	Nb1Te2	0.5	3
527	Sr0.7Ca0.3Ti1O3	0.5	3
528	Sr0.95Ba0.05Ti1O3	0.5	3
529	Sb1V3	0.5	3
530	B1Mo1	0.5	3
531	Ta1Ir1Si1	0.5	3
532	Sr0.925Ca0.075Ti1O3	0.5	3
533	Ir0.82Mo0.18	0.5	3
534	Ba1	0.5	3
535	Pd50.49V0.51Sb49	0.5	3
536	Pt3V1	0.508	3
537	Pb0.9922Tl0.0078Te1	0.51	3
538	Au1Ta4.3	0.51	3
539	U1.02Ni2Al3	0.51	3
540	Fe0.011Mo99.989	0.51	3
541	Cd1	0.5115	3
542	U0.9815Th0.0185Be13	0.519	3
543	U0.9822Th0.0178Be13	0.519	3
544	U0.978Th0.022Be13	0.52	3
545	U1Pd2Al2.7Ga0.3	0.52	3
546	U0.983Th0.017Be13	0.525	3
547	Pd7Se2	0.53	3
548	Ni14.3U85.7	0.53	3
549	Cd0.97Hg0.03	0.53	3
550	Sr1Ir1Ge3	0.53	3
551	Be13La1	0.53	3
552	Bi0.6Cd0.4	0.53	3
553	U0.957Th0.043Be13	0.53	3
554	Pr0.251Th0.749	0.53	3
555	Au0.845Sn0.155	0.53	3
556	U0.962Th0.038Be13	0.532	3
557	Y2Ni1Ge3	0.533	3
558	La0.28Pt0.72	0.54	3
559	Ir0.15Os0.85	0.54	3
560	O1.06Ti1	0.54	3
561	Ta1Ir1Te4	0.54	3
562	U1Co1Ge0.96Si0.04	0.541	3
563	Ce1Pt2.94Ni0.06Si1	0.545	3
564	Si3Sr2	0.55	3
565	Ir0.6Os0.1Rh0.3	0.55	3
566	C1K1	0.55	3
567	Th0.9988U0.0012	0.55	3
568	Lu0.8Zr0.2B12	0.55	3
569	Ir0.64Re0.16Rh0.2	0.55	3
570	Ir0.18Os0.47Rh0.35	0.55	3
571	Na0.2O3W1	0.55	3
572	Be13U0.9645Th0.0355	0.55	3
573	La0.901Pr0.099Tl3	0.55	3
574	Ce1Co1In4.86Sn0.14	0.556	3
575	U0.9622Th0.0378Be13	0.557	3
576	Co1Hf2	0.56	3
577	Lu1Se1	0.56	3
578	Na0.28O3W1	0.56	3
579	Be0.858Cu0.142	0.56	3
580	Rh5Y1	0.56	3
581	Os0.666Ru0.334	0.569	3
582	Ce0.99La0.01Pt3Si1	0.57	3
583	Be0.95Os0.05	0.57	3
584	Cu1Rh1.6Sn0.4Se4	0.57	3
585	Ce1Pd5Al2	0.57	3
586	Lu1Sn1Ge1	0.57	3
587	U0.9981Th0.019Be13	0.573	3
588	Ba1Ni2As2	0.575	3
589	Pt1Ti3	0.58	3
590	Au1Sb2	0.58	3
591	La1Ir2Zn20	0.58	3
592	O1Ti1	0.58	3
593	Al1Mo3	0.58	3
594	Be0.9Ni0.1	0.58	3
595	U0.974Th0.026Be13	0.58	3
596	Ce0.025Th0.975	0.58	3
597	As1Rh1	0.58	3
598	Os0.9Ru0.1	0.584	3
599	U0.97Th0.03Be13	0.585	3
600	Pt1Te1	0.59	3
601	Au0.835Sn0.165	0.59	3
602	Ce0.85Sm0.15Co1In5	0.59	3
603	La1Ni1Sn1	0.59	3
604	Cr0.65Ir0.35	0.59	3
605	Be13U0.9755Th0.0245	0.59	3
606	Co0.015Mo99.985	0.59	3
607	Al0.999Mn0.001	0.596	3
608	Ce1.025Cu2Si2	0.6	3
609	Gd0.01La0.99	0.6	3
610	Lu1V2Al20	0.6	3
611	Mo0.4Nb0.6	0.6	3
612	Y1In2.25Pb0.75	0.6	3
613	Sr1Pd2Sb2	0.6	3
614	As1Pd2	0.6	3
615	Rh1Sn2	0.6	3
616	Co28U72	0.6	3
617	Sr2Ru0.999Ti0.001O4	0.6	3
618	Pr0.5Nd0.5Os4Sb12	0.6	3
619	Ce2Rh1In8	0.6	3
620	Lu1	0.6	3
621	Ir0.72Re0.18Rh0.1	0.6	3
622	Y1Fe2Ge2	0.6	3
623	Ba1Pd0.5Si1.5	0.6	3
624	La1Pt3Si1	0.6	3
625	Ca2In1N1	0.6	3
626	U1Pd2Al3.03	0.61	3
627	Y1V2Al20	0.61	3
628	Ir0.55Re0.15	0.61	3
629	Ce1Rh0.6Ir0.4In5	0.62	3
630	Os1	0.62	3
631	Ce1Cu1.95Si2.01	0.62	3
632	Ce1Ir0.8Co0.2Si3	0.62	3
633	Am1	0.62	3
634	Ce1Cu2.53Si2	0.62	3
635	Th1Pd2Ge2	0.62	3
636	B2Nb1	0.62	3
637	Be13Lu1	0.62	3
638	Rh0.7Ru0.3Se2	0.62	3
639	Ce1Rh0.25Ir0.75In5	0.62	3
640	U0.99Th0.01Be13	0.624	3
641	Cd0.2Zn0.8	0.628	3
642	Ce1Pt3Si0.97Ge0.03	0.63	3
643	La98Lu0.697Tb1.303	0.632	3
644	Ba1Ni2As1.972P0.028	0.634	3
645	Pd3Sn2	0.64	3
646	Bi3La5	0.64	3
647	U0.92Gd0.02Pd2Al3	0.64	3
648	Ce1Co1Ge3	0.64	3
649	Ce1Cu2Ge2	0.64	3
650	Bi1	0.64	3
651	Ag0.438Hg0.562	0.64	3
652	Pd9Se2	0.64	3
653	Ce1Co0.5Ir0.5In5	0.64	3
654	Fe0.008Mo99.992	0.645	3
655	Al2.06Cu1	0.65	3
656	Al0.029Ti0.971	0.65	3
657	O2	0.65	3
658	Ir1Sn2	0.65	3
659	U0.97Mo0.03	0.65	3
660	Rh1Y3	0.65	3
661	Ca1Pb3	0.65	3
662	Be13U0.9899Th0.0101	0.65	3
663	Rb1V6S8	0.65	3
664	Th0.999U0.001	0.654	3
665	Au0.64Ge0.22Yb0.14	0.655	3
666	Th0.99873U0.127	0.658	3
667	Ir0.8Re0.2	0.66	3
668	Pd6.7Se1	0.66	3
669	U0.9911Th0.0089Be13	0.66	3
670	Au0.23V0.77	0.66	3
671	Sr1Ni2As2	0.66	3
672	Pd6Se1	0.66	3
673	Ce1Ir1In4.97Sn0.03	0.66	3
674	U1Co1Ge0.98Si0.02	0.667	3
675	La0.46Ce0.54Ru2	0.668	3
676	Th70.2Tm29.8	0.67	3
677	Be13U0.9934Th0.0066	0.67	3
